generation,best,worst,average
1,1.8405963990858374,20.60084540012501,10.833508244514091
2,1.7984482133749973,16.755861917134766,6.3945297926165745
3,0.245313309402174,16.08853891983631,4.012884080842872
4,0.15493630563203054,19.645635628513993,3.3001361440895676
5,0.15493630563203054,14.125170117715282,2.3849151236976676
6,0.15493630563203054,18.35485546674172,2.21128077382024
7,0.15493630563203054,11.402409265144863,1.8058027803979535
8,0.05856050452102668,7.604969745816976,0.96591074787669
9,9.263476707341844E-4,2.1516684558977768,0.336981990769879
10,0.007090753740551126,19.193242055971865,0.8026037506791561
11,0.007090753740551126,19.921390088758077,2.354509729563749
12,8.02991707364864E-4,19.20894912202349,1.7949199321728968
13,8.02991707364864E-4,16.17368201624401,1.3288822986623188
14,8.02991707364864E-4,19.26748535685264,1.8118492881289925
15,8.02991707364864E-4,8.849404925764361,0.6932723218175583
16,8.02991707364864E-4,19.522557933146967,1.0165999091930484
17,8.02991707364864E-4,16.16528697365206,1.6339519201637258
18,8.02991707364864E-4,20.360613946407796,1.2504701463820094
19,8.02991707364864E-4,18.051585181056023,1.610511416573602
20,8.02991707364864E-4,19.613245876106703,1.081348177822625
21,8.02991707364864E-4,19.195690996991644,1.1399857185424056
22,8.02991707364864E-4,16.327346342003043,0.5347982741180948
23,8.02991707364864E-4,1.634243408540479,0.033471800044027146
24,8.02991707364864E-4,19.024586279063378,0.7504730483946572
25,8.02991707364864E-4,19.107050367625686,1.107954025466818
26,8.02991707364864E-4,20.63373406560697,1.312750604528135
27,8.02991707364864E-4,13.299381680241835,0.4907417499444209
28,8.02991707364864E-4,10.729556373147284,0.27612852632201224
29,8.02991707364864E-4,18.97973723577491,1.90480740747656
30,8.02991707364864E-4,21.043627014390147,0.9520394935991395
31,8.02991707364864E-4,15.836408146736783,0.7643755703523663
32,8.02991707364864E-4,11.861612688091405,0.5225511643650197
33,8.02991707364864E-4,14.696716329230112,0.9330576318754024
34,8.02991707364864E-4,19.490307000913276,1.3760732531726605
35,8.02991707364864E-4,19.13801013977185,1.1232668656187597
36,8.02991707364864E-4,16.21714088752151,0.7464864142297905
37,8.02991707364864E-4,21.330163840652542,1.942970424654731
38,8.02991707364864E-4,16.069804376615565,0.9357233007500229
39,8.02991707364864E-4,20.235861144329196,1.1438315664216274
40,8.02991707364864E-4,18.7471004681449,1.4848177099547832
41,8.02991707364864E-4,18.288023769547916,0.7614481979043766
42,8.02991707364864E-4,9.199021548310599,0.41369787389522217
43,8.02991707364864E-4,16.210409644758066,1.2485883229990415
44,8.02991707364864E-4,14.838784366509286,0.8228208647008306
45,8.02991707364864E-4,18.664868395877175,1.0912133984839365
46,8.02991707364864E-4,17.50826633284642,1.4999463733715428
47,8.02991707364864E-4,9.518407058797852,0.4372172805232614
48,8.02991707364864E-4,20.611877769849063,1.6934000852914661
49,8.02991707364864E-4,20.322088687442807,0.7909919023152512
50,8.02991707364864E-4,16.22272294257759,0.5623136446156178
51,8.02991707364864E-4,19.055132205422435,2.0209323733655777
52,8.02991707364864E-4,15.988251637399893,1.2162892824482174
53,8.02991707364864E-4,19.21212366672473,0.9324859326539713
54,8.02991707364864E-4,18.01255138191719,1.003231912654469
55,8.02991707364864E-4,19.52998190072768,1.2925870510380744
56,8.02991707364864E-4,11.623873709227695,0.42322365706997067
57,8.02991707364864E-4,16.46457023904038,1.492207508343141
58,8.02991707364864E-4,20.55814084957434,1.6890619739261103
59,8.02991707364864E-4,21.500719265768076,1.507696506770898
60,8.02991707364864E-4,6.304799437079005,0.4163857232292071
61,8.02991707364864E-4,4.898484553420256,0.1444627437663618
62,8.02991707364864E-4,8.938481802949742,0.5256859259686792
63,8.02991707364864E-4,15.021525217461184,1.1280630264205898
64,8.02991707364864E-4,17.888270703885397,1.243047430657653
65,8.02991707364864E-4,14.827007206002978,0.9082516276585855
66,8.02991707364864E-4,21.619874279388508,2.213721471190513
67,8.02991707364864E-4,10.51241824795613,0.5280439866999358
68,8.02991707364864E-4,11.667768072300513,0.7527429007672708
69,8.02991707364864E-4,21.57730113555501,1.7721811046170928
70,8.02991707364864E-4,15.873704083779472,0.8677458966071836
71,8.02991707364864E-4,21.606674625502194,2.0470567271483784
72,8.02991707364864E-4,19.187247829998785,1.7745219163643013
73,8.02991707364864E-4,18.84779108580494,1.4657986180320037
74,8.02991707364864E-4,11.664479970403399,0.5940163090186507
75,8.02991707364864E-4,21.07746218913659,2.2716367695239588
76,8.02991707364864E-4,19.127268549116202,1.0450197275858548
77,8.02991707364864E-4,19.202165223654376,1.1288343705160186
78,8.02991707364864E-4,19.19575725765594,1.8111041054282657
79,8.02991707364864E-4,8.02991707364864E-4,8.02991707364864E-4
80,8.02991707364864E-4,19.084381610773708,1.0582856438211088
81,8.02991707364864E-4,6.491563005520912,0.1306181919836358
82,8.02991707364864E-4,17.335757060657055,0.9454738853122171
83,8.02991707364864E-4,18.36292610314674,2.2681357190724345
84,8.02991707364864E-4,16.16237021492163,0.6116020244700091
85,8.02991707364864E-4,20.76865942835723,1.787866674467488
86,8.02991707364864E-4,18.535510887515187,0.6491412101405857
87,8.02991707364864E-4,21.113239481337224,1.9437575175488857
88,8.02991707364864E-4,20.91117418550436,1.9392483663282052
89,8.02991707364864E-4,18.684355106761856,1.4940325939342012
90,8.02991707364864E-4,16.710454005486937,1.2335221695147214
91,8.02991707364864E-4,15.868790571831592,1.0461495647185433
92,8.02991707364864E-4,16.040926765052266,0.6658004823371932
93,8.02991707364864E-4,6.564416603801527,0.3535206646122059
94,8.02991707364864E-4,21.396617616537373,1.9865253336412698
