sweep_parameter,sweep_wert,variante,wiederholung,generation,beste_fitness,mittlere_fitness,stdabw_fitness,anzahl_spezies,ziel_erreicht
compatibility_threshold,3.2,V1,0,22,-5.35887,-12.03887,2.35265,7,0
compatibility_threshold,3.2,V1,0,23,14.04113,-11.83157,2.54549,7,0
compatibility_threshold,3.2,V1,0,24,14.04113,-11.83805,2.61237,6,0
compatibility_threshold,3.2,V1,0,25,14.04113,-11.84276,2.70007,6,0
compatibility_threshold,3.2,V1,0,26,14.04113,-11.66006,3.06485,5,0
compatibility_threshold,3.2,V1,0,27,14.04113,-11.34027,3.40174,5,0
compatibility_threshold,3.2,V1,0,28,14.04113,-11.05005,3.75139,5,0
compatibility_threshold,3.2,V1,0,29,14.04113,-10.74214,4.37239,4,0
compatibility_threshold,3.2,V1,0,30,14.04113,-10.8092,4.10261,4,0
compatibility_threshold,3.2,V1,0,31,14.04113,-10.47516,4.34642,4,0
compatibility_threshold,3.2,V1,0,32,14.04113,-10.70839,4.47863,4,0
compatibility_threshold,3.2,V1,0,33,14.04113,-10.31965,5.27227,4,0
compatibility_threshold,3.2,V1,0,34,14.04113,-10.73033,4.87693,4,0
compatibility_threshold,3.2,V1,0,35,14.04113,-10.44013,5.54463,4,0
compatibility_threshold,3.2,V1,0,36,14.04113,-10.55307,5.80504,4,0
compatibility_threshold,3.2,V1,0,37,14.04113,-10.23049,5.77518,5,0
compatibility_threshold,3.2,V1,0,38,14.24113,-10.03302,6.1573,6,0
compatibility_threshold,3.2,V1,0,39,14.24113,-9.05176,7.47493,5,0
compatibility_threshold,3.2,V1,0,40,14.24113,-8.6706,8.13444,5,0
compatibility_threshold,3.2,V1,0,41,14.24113,-7.98899,8.95295,5,0
compatibility_threshold,3.2,V1,0,42,14.24113,-6.35046,10.2169,4,0
compatibility_threshold,3.2,V1,0,43,14.24113,-6.54396,10.42791,4,0
compatibility_threshold,3.2,V1,0,44,14.24113,-6.24014,10.51683,4,0
compatibility_threshold,3.2,V1,0,45,14.24113,-6.18095,10.61242,4,0
compatibility_threshold,3.2,V1,0,46,14.24113,-5.8823,10.87656,4,0
compatibility_threshold,3.2,V1,0,47,14.28574,-4.92844,11.14763,5,0
compatibility_threshold,3.2,V1,0,48,14.28574,-5.28181,11.1517,5,0
compatibility_threshold,3.2,V1,0,49,14.28574,-5.5391,10.97983,5,0
compatibility_threshold,3.2,V1,0,50,14.28574,-4.50014,11.47702,5,0
compatibility_threshold,3.2,V1,0,51,14.28574,-4.33368,11.57761,5,0
compatibility_threshold,3.2,V1,0,52,14.28574,-4.3361,11.5548,5,0
compatibility_threshold,3.2,V1,0,53,14.28574,-4.38864,11.57262,5,0
compatibility_threshold,3.2,V1,0,54,14.28574,-3.17311,11.78914,4,0
compatibility_threshold,3.2,V1,0,55,14.28574,-2.42793,12.02814,4,0
compatibility_threshold,3.2,V1,0,56,14.28574,-3.7963,11.70717,5,0
compatibility_threshold,3.2,V1,0,57,14.28574,-3.7505,11.71515,5,0
compatibility_threshold,3.2,V1,0,58,14.28574,-3.3556,11.90336,5,0
compatibility_threshold,3.2,V1,0,59,14.28574,-3.09149,12.05826,5,0
compatibility_threshold,3.2,V1,0,60,14.28574,-3.69089,11.73057,6,0
compatibility_threshold,3.2,V1,0,61,14.28574,-3.52757,11.9122,6,0
compatibility_threshold,3.2,V1,0,62,14.28574,-3.7898,11.58076,6,0
compatibility_threshold,3.2,V1,0,63,14.28574,-3.54487,11.7243,6,0
compatibility_threshold,3.2,V1,0,64,14.28574,-4.02312,11.70846,6,0
compatibility_threshold,3.2,V1,0,65,14.28574,-3.94921,11.7668,5,0
compatibility_threshold,3.2,V1,0,66,14.28574,-4.26465,11.52488,5,0
compatibility_threshold,3.2,V1,0,67,14.28574,-3.73133,11.65072,6,0
compatibility_threshold,3.2,V1,0,68,14.28574,-2.8968,11.99788,6,0
compatibility_threshold,3.2,V1,0,69,14.28574,-2.86427,12.07641,6,0
compatibility_threshold,3.2,V1,0,70,14.28574,-3.21986,11.92495,6,0
compatibility_threshold,3.2,V1,0,71,14.28574,-2.75656,12.05973,6,0
compatibility_threshold,3.2,V1,0,72,14.28574,-3.00048,12.14426,6,0
compatibility_threshold,3.2,V1,0,73,14.28574,-3.36627,11.93701,6,0
compatibility_threshold,3.2,V1,0,74,14.28574,-2.53621,12.22597,6,0
compatibility_threshold,3.2,V1,0,75,14.28574,-3.08463,11.96345,6,0
compatibility_threshold,3.2,V1,0,76,14.28574,-2.1181,12.19158,6,0
compatibility_threshold,3.2,V1,0,77,14.28574,-2.67779,12.11211,5,0
compatibility_threshold,3.2,V1,0,78,14.28574,-2.99349,11.99574,6,0
compatibility_threshold,3.2,V1,0,79,14.28574,-2.82611,11.95258,7,0
compatibility_threshold,3.2,V1,0,80,14.28574,-3.20318,12.0545,7,0
compatibility_threshold,3.2,V1,0,81,14.28574,-2.9918,12.05093,6,0
compatibility_threshold,3.2,V1,0,82,14.28574,-2.07089,12.31563,6,0
compatibility_threshold,3.2,V1,0,83,14.28574,-2.03917,12.31638,6,0
compatibility_threshold,3.2,V1,0,84,14.28574,-0.74497,12.62785,6,0
compatibility_threshold,3.2,V1,0,85,14.28574,-1.25929,12.40737,5,0
compatibility_threshold,3.2,V1,0,86,14.28574,-1.86924,12.37911,5,0
compatibility_threshold,3.2,V1,0,87,14.28574,-1.95319,12.401,5,0
compatibility_threshold,3.2,V1,0,88,14.28574,-2.03346,12.33997,5,0
compatibility_threshold,3.2,V1,0,89,14.28574,-2.24943,12.27473,5,0
compatibility_threshold,3.2,V1,0,90,14.28574,-1.84666,12.42593,5,0
compatibility_threshold,3.2,V1,0,91,14.28574,-1.59502,12.45176,4,0
compatibility_threshold,3.2,V1,0,92,14.28574,-1.89317,12.31748,4,0
compatibility_threshold,3.2,V1,0,93,14.28574,-2.02264,12.33296,4,0
compatibility_threshold,3.2,V1,0,94,14.28574,-2.21051,12.36769,3,0
compatibility_threshold,3.2,V1,0,95,14.28574,-1.73677,12.48586,3,0
compatibility_threshold,3.2,V1,0,96,14.28574,-1.34611,12.57873,3,0
compatibility_threshold,3.2,V1,0,97,14.28574,-1.56573,12.47632,3,0
compatibility_threshold,3.2,V1,0,98,14.28574,-1.01947,12.61719,3,0
compatibility_threshold,3.2,V1,0,99,14.28574,-1.18721,12.49175,2,0
compatibility_threshold,2.6,V1,0,0,-5.59773,-14.33313,1.55878,48,0
compatibility_threshold,2.6,V1,0,1,-5.59773,-13.30202,1.7105,48,0
compatibility_threshold,2.6,V1,0,2,-5.59773,-13.05216,1.69419,48,0
compatibility_threshold,2.6,V1,0,3,-5.59773,-12.80663,1.64561,48,0
compatibility_threshold,2.6,V1,0,4,-5.59773,-12.63158,1.67768,48,0
compatibility_threshold,2.6,V1,0,5,-5.59773,-12.54296,1.72404,48,0
compatibility_threshold,2.6,V1,0,6,-5.59773,-12.51881,1.7988,48,0
compatibility_threshold,2.6,V1,0,7,-5.59773,-12.35392,1.79171,48,0
compatibility_threshold,2.6,V1,0,8,-5.59773,-12.46248,1.8732,49,0
compatibility_threshold,2.6,V1,0,9,-4.99836,-12.26254,1.82665,49,0
compatibility_threshold,2.6,V1,0,10,-4.99836,-12.25138,1.93964,49,0
compatibility_threshold,2.6,V1,0,11,-4.99836,-12.23012,1.91547,49,0
compatibility_threshold,2.6,V1,0,12,-4.99836,-12.10468,1.9233,50,0
compatibility_threshold,2.6,V1,0,13,-4.99836,-12.05146,2.02508,51,0
compatibility_threshold,2.6,V1,0,14,-4.99836,-12.1579,2.08605,52,0
compatibility_threshold,2.6,V1,0,15,-4.99836,-12.0794,2.16032,52,0
compatibility_threshold,2.6,V1,0,16,-4.15887,-12.00174,2.04167,49,0
compatibility_threshold,2.6,V1,0,17,-4.15887,-11.91061,2.03056,47,0
compatibility_threshold,2.6,V1,0,18,-4.15887,-11.98647,2.24079,48,0
compatibility_threshold,2.6,V1,0,19,-4.15887,-11.90931,2.24955,45,0
compatibility_threshold,2.6,V1,0,20,-4.15887,-11.79433,2.36585,43,0
compatibility_threshold,2.6,V1,0,21,-4.15887,-11.89449,2.34638,40,0
compatibility_threshold,2.6,V1,0,22,-4.15887,-11.88557,2.45415,35,0
compatibility_threshold,2.6,V1,0,23,-4.15887,-11.9207,2.48007,33,0
compatibility_threshold,2.6,V1,0,24,-4.15887,-11.77264,2.40664,32,0
compatibility_threshold,2.6,V1,0,25,-1.49059,-11.99694,2.49957,30,0
compatibility_threshold,2.6,V1,0,26,-1.49059,-11.86614,2.43613,29,0
compatibility_threshold,2.6,V1,0,27,-1.49059,-11.97649,2.45188,27,0
compatibility_threshold,2.6,V1,0,28,-1.49059,-11.98374,2.39317,26,0
compatibility_threshold,2.6,V1,0,29,14.04113,-11.79396,2.58617,27,0
compatibility_threshold,2.6,V1,0,30,14.04113,-11.91302,2.66371,26,0
compatibility_threshold,2.6,V1,0,31,14.04113,-11.81861,2.69999,27,0
compatibility_threshold,2.6,V1,0,32,14.04113,-11.7759,2.92028,26,0
compatibility_threshold,2.6,V1,0,33,14.04113,-11.78602,2.8226,25,0
compatibility_threshold,2.6,V1,0,34,14.04113,-11.68164,2.7233,27,0
compatibility_threshold,2.6,V1,0,35,14.04113,-11.64649,3.09623,26,0
compatibility_threshold,2.6,V1,0,36,14.04113,-11.63103,2.93348,28,0
compatibility_threshold,2.6,V1,0,37,14.04113,-11.48312,3.25255,28,0
compatibility_threshold,2.6,V1,0,38,14.04113,-11.36802,3.24785,28,0
compatibility_threshold,2.6,V1,0,39,14.04113,-11.42505,3.51572,29,0
compatibility_threshold,2.6,V1,0,40,14.04113,-11.43342,3.40788,33,0
compatibility_threshold,2.6,V1,0,41,14.04113,-11.23939,3.63774,31,0
compatibility_threshold,2.6,V1,0,42,14.04113,-11.19159,3.64541,31,0
compatibility_threshold,2.6,V1,0,43,14.04113,-11.21928,3.80104,30,0
compatibility_threshold,2.6,V1,0,44,14.04113,-10.88315,4.09504,30,0
compatibility_threshold,2.6,V1,0,45,14.04113,-11.00109,4.1437,29,0
compatibility_threshold,2.6,V1,0,46,14.04113,-10.82569,4.22311,29,0
compatibility_threshold,2.6,V1,0,47,14.04113,-10.5781,4.81289,28,0
compatibility_threshold,2.6,V1,0,48,14.04113,-10.32157,5.1746,28,0
compatibility_threshold,2.6,V1,0,49,14.04113,-10.21507,5.76901,27,0
compatibility_threshold,2.6,V1,0,50,14.04113,-9.85471,6.31479,26,0
compatibility_threshold,2.6,V1,0,51,14.04113,-10.26924,5.33327,24,0
compatibility_threshold,2.6,V1,0,52,14.04113,-10.45635,5.28141,25,0
compatibility_threshold,2.6,V1,0,53,14.04113,-10.23368,5.73217,27,0
compatibility_threshold,2.6,V1,0,54,14.04113,-10.11799,5.83307,25,0
compatibility_threshold,2.6,V1,0,55,14.04113,-9.9516,5.86111,26,0
compatibility_threshold,2.6,V1,0,56,14.04113,-9.62592,6.62313,28,0
compatibility_threshold,2.6,V1,0,57,14.04113,-9.68208,6.36479,30,0
compatibility_threshold,2.6,V1,0,58,14.04113,-9.73883,5.94092,33,0
compatibility_threshold,2.6,V1,0,59,14.04113,-9.60792,6.23648,32,0
compatibility_threshold,2.6,V1,0,60,14.04113,-9.95727,6.01085,30,0
compatibility_threshold,2.6,V1,0,61,14.04113,-9.47691,6.68777,31,0
compatibility_threshold,2.6,V1,0,62,14.04113,-9.71561,6.09133,31,0
compatibility_threshold,2.6,V1,0,63,14.04113,-9.50444,6.31171,31,0
compatibility_threshold,2.6,V1,0,64,14.04113,-9.23797,6.85714,33,0
compatibility_threshold,2.6,V1,0,65,14.04113,-8.52531,7.894,33,0
compatibility_threshold,2.6,V1,0,66,14.04113,-8.19595,8.20665,35,0
compatibility_threshold,2.6,V1,0,67,14.04113,-8.04082,8.17997,36,0
compatibility_threshold,2.6,V1,0,68,14.04113,-7.47061,8.93826,35,0
compatibility_threshold,2.6,V1,0,69,14.04113,-6.41569,9.7506,35,0
compatibility_threshold,2.6,V1,0,70,14.04113,-6.64638,9.43953,34,0
compatibility_threshold,2.6,V1,0,71,14.04113,-6.19906,9.81436,34,0
compatibility_threshold,2.6,V1,0,72,14.04113,-5.99439,10.03026,35,0
compatibility_threshold,2.6,V1,0,73,14.04113,-5.15039,10.79844,35,0
compatibility_threshold,2.6,V1,0,74,14.04113,-5.64558,10.36515,34,0
compatibility_threshold,2.6,V1,0,75,14.04113,-5.55648,10.51913,37,0
compatibility_threshold,2.6,V1,0,76,14.28574,-5.53467,10.61569,35,0
compatibility_threshold,2.6,V1,0,77,14.28574,-4.92499,11.00383,34,0
compatibility_threshold,2.6,V1,0,78,14.28574,-4.79976,11.08066,33,0
compatibility_threshold,2.6,V1,0,79,14.28574,-4.75092,10.91559,31,0
compatibility_threshold,2.6,V1,0,80,14.28574,-4.23451,11.33235,29,0
compatibility_threshold,2.6,V1,0,81,14.28574,-3.48218,11.78877,28,0
compatibility_threshold,2.6,V1,0,82,14.28574,-3.19321,11.83381,31,0
compatibility_threshold,2.6,V1,0,83,14.28574,-3.77807,11.61098,29,0
compatibility_threshold,2.6,V1,0,84,14.28574,-2.99715,12.03882,29,0
compatibility_threshold,2.6,V1,0,85,14.28574,-3.17258,11.89654,29,0
compatibility_threshold,2.6,V1,0,86,14.28574,-2.51069,12.15216,31,0
compatibility_threshold,2.6,V1,0,87,14.28574,-3.15046,12.02663,29,0
compatibility_threshold,2.6,V1,0,88,14.28574,-2.94809,12.04582,28,0
compatibility_threshold,2.6,V1,0,89,14.28574,-3.28473,12.01731,29,0
compatibility_threshold,2.6,V1,0,90,14.28574,-2.76331,12.20752,25,0
compatibility_threshold,2.6,V1,0,91,14.28574,-2.52216,12.22152,26,0
compatibility_threshold,2.6,V1,0,92,14.28574,-2.04922,12.31728,28,0
compatibility_threshold,2.6,V1,0,93,14.28574,-1.73668,12.38819,30,0
compatibility_threshold,2.6,V1,0,94,43.94113,-0.6662,12.65691,25,1
compatibility_threshold,2.6,V1,1,0,0.31733,-14.58927,1.34851,51,0
compatibility_threshold,2.6,V1,1,1,0.31733,-13.61663,1.45105,51,0
compatibility_threshold,2.6,V1,1,2,2.83663,-13.23627,1.668,51,0
compatibility_threshold,2.6,V1,1,3,6.84113,-13.15809,1.883,51,0
compatibility_threshold,2.6,V1,1,4,6.84113,-12.98525,2.00779,51,0
compatibility_threshold,2.6,V1,1,5,6.84113,-12.85881,2.17342,51,0
compatibility_threshold,2.6,V1,1,6,6.84113,-12.80928,2.23626,52,0
compatibility_threshold,2.6,V1,1,7,6.84113,-12.67173,2.31127,53,0
compatibility_threshold,2.6,V1,1,8,6.84113,-12.57062,2.84606,53,0
compatibility_threshold,2.6,V1,1,9,6.84113,-12.41816,2.89155,53,0
compatibility_threshold,2.6,V1,1,10,6.84113,-12.41158,3.01213,53,0
compatibility_threshold,2.6,V1,1,11,6.84113,-12.18066,3.34224,53,0
compatibility_threshold,2.6,V1,1,12,7.60546,-11.86007,3.79847,53,0
compatibility_threshold,2.6,V1,1,13,7.60546,-11.70602,3.86758,53,0
compatibility_threshold,2.6,V1,1,14,7.60546,-11.471,4.06071,53,0
compatibility_threshold,2.6,V1,1,15,11.74309,-11.28974,4.38841,53,0
compatibility_threshold,2.6,V1,1,16,11.74309,-11.07796,4.76243,44,0
compatibility_threshold,2.6,V1,1,17,11.74309,-10.82618,4.98359,39,0
compatibility_threshold,2.6,V1,1,18,11.74309,-10.52368,4.99224,39,0
compatibility_threshold,2.6,V1,1,19,18.29848,-10.52977,4.99272,37,0
compatibility_threshold,2.6,V1,1,20,18.29848,-10.62111,5.1981,37,0
compatibility_threshold,2.6,V1,1,21,18.29848,-9.95677,5.58919,36,0
compatibility_threshold,2.6,V1,1,22,20.94113,-10.15321,5.67205,36,0
compatibility_threshold,2.6,V1,1,23,20.94113,-10.02625,5.75019,35,0
compatibility_threshold,2.6,V1,1,24,20.94113,-9.63318,6.10154,34,0
compatibility_threshold,2.6,V1,1,25,20.94113,-9.7022,5.94456,33,0
compatibility_threshold,2.6,V1,1,26,43.94113,-9.6292,6.33896,32,1
compatibility_threshold,2.6,V1,2,0,-6.80768,-14.67442,1.10739,53,0
compatibility_threshold,2.6,V1,2,1,5.34113,-13.8713,1.46923,53,0
compatibility_threshold,2.6,V1,2,2,5.34113,-13.62002,1.8653,53,0
compatibility_threshold,2.6,V1,2,3,17.64113,-13.41934,2.41378,55,0
compatibility_threshold,2.6,V1,2,4,17.64113,-13.33195,2.35691,55,0
compatibility_threshold,2.6,V1,2,5,17.64113,-12.80596,3.56943,55,0
compatibility_threshold,2.6,V1,2,6,17.64113,-13.03969,3.06834,55,0
compatibility_threshold,2.6,V1,2,7,17.64113,-12.87488,3.33868,55,0
compatibility_threshold,2.6,V1,2,8,17.64113,-12.75718,3.5802,55,0
compatibility_threshold,2.6,V1,2,9,17.64113,-12.7638,3.47088,56,0
compatibility_threshold,2.6,V1,2,10,17.64113,-12.50152,3.92149,56,0
compatibility_threshold,2.6,V1,2,11,17.64113,-12.12018,4.47036,56,0
compatibility_threshold,2.6,V1,2,12,17.64113,-11.92771,4.63801,56,0
compatibility_threshold,2.6,V1,2,13,17.84113,-11.53274,5.35,56,0
compatibility_threshold,2.6,V1,2,14,17.84113,-11.22668,5.74998,56,0
compatibility_threshold,2.6,V1,2,15,17.84113,-10.99222,6.08816,56,0
compatibility_threshold,2.6,V1,2,16,17.84113,-10.27073,6.72333,55,0
compatibility_threshold,2.6,V1,2,17,17.84113,-10.53924,6.60533,52,0
compatibility_threshold,2.6,V1,2,18,17.84113,-9.88328,7.14096,51,0
compatibility_threshold,2.6,V1,2,19,19.84113,-9.67072,7.52987,47,0
compatibility_threshold,2.6,V1,2,20,19.84113,-9.54881,7.59607,47,0
compatibility_threshold,2.6,V1,2,21,19.84113,-9.42312,7.82151,44,0
compatibility_threshold,2.6,V1,2,22,19.84113,-9.25011,7.99817,44,0
compatibility_threshold,2.6,V1,2,23,19.84113,-8.926,8.16042,42,0
compatibility_threshold,2.6,V1,2,24,19.84113,-9.1663,8.1756,39,0
compatibility_threshold,2.6,V1,2,25,19.84113,-8.15447,9.04428,38,0
compatibility_threshold,2.6,V1,2,26,19.84113,-8.73894,8.46015,36,0
compatibility_threshold,2.6,V1,2,27,19.84113,-7.82959,9.37868,36,0
compatibility_threshold,2.6,V1,2,28,43.94113,-8.36234,9.17889,35,1
compatibility_threshold,2.6,V1,3,0,-0.3744,-14.44937,2.43218,49,0
compatibility_threshold,2.6,V1,3,1,4.88563,-12.16019,3.33654,49,0
compatibility_threshold,2.6,V1,3,2,5.48563,-11.09741,3.46555,49,0
compatibility_threshold,2.6,V1,3,3,13.24113,-10.85403,3.59304,49,0
compatibility_threshold,2.6,V1,3,4,13.24113,-10.43128,3.81422,49,0
compatibility_threshold,2.6,V1,3,5,14.17887,-10.25719,4.28274,49,0
compatibility_threshold,2.6,V1,3,6,14.17887,-9.83044,4.8595,50,0
compatibility_threshold,2.6,V1,3,7,14.17887,-9.31531,5.38883,50,0
compatibility_threshold,2.6,V1,3,8,19.03557,-9.39794,5.52042,50,0
compatibility_threshold,2.6,V1,3,9,43.94113,-9.27332,5.80807,50,1
compatibility_threshold,2.6,V1,4,0,-8.11793,-14.76882,1.05904,45,0
compatibility_threshold,2.6,V1,4,1,4.5623,-13.77242,1.48317,45,0
compatibility_threshold,2.6,V1,4,2,4.5623,-13.4627,1.5419,45,0
compatibility_threshold,2.6,V1,4,3,4.5623,-13.22031,1.64166,45,0
compatibility_threshold,2.6,V1,4,4,5.38478,-13.05416,1.97478,45,0
compatibility_threshold,2.6,V1,4,5,5.38478,-12.91426,2.15225,45,0
compatibility_threshold,2.6,V1,4,6,5.38478,-12.87139,2.28255,47,0
compatibility_threshold,2.6,V1,4,7,5.38478,-12.79891,2.58759,48,0
compatibility_threshold,2.6,V1,4,8,6.17506,-12.08163,3.24409,48,0
compatibility_threshold,2.6,V1,4,9,6.17506,-11.8696,3.84128,48,0
compatibility_threshold,2.6,V1,4,10,9.94113,-11.76409,4.05516,49,0
compatibility_threshold,2.6,V1,4,11,10.04113,-11.62519,4.13484,49,0
compatibility_threshold,2.6,V1,4,12,10.04113,-11.61428,4.35892,49,0
compatibility_threshold,2.6,V1,4,13,10.04113,-11.24887,4.81791,50,0
compatibility_threshold,2.6,V1,4,14,10.04113,-10.95099,5.1825,50,0
compatibility_threshold,2.6,V1,4,15,10.04113,-10.96946,5.20845,50,0
compatibility_threshold,2.6,V1,4,16,10.04113,-10.62758,5.4931,49,0
compatibility_threshold,2.6,V1,4,17,10.04113,-10.53654,5.72748,46,0
compatibility_threshold,2.6,V1,4,18,10.44113,-10.19076,6.18341,47,0
compatibility_threshold,2.6,V1,4,19,10.44113,-9.86351,6.50453,46,0
compatibility_threshold,2.6,V1,4,20,16.51017,-9.64287,6.53312,45,0
compatibility_threshold,2.6,V1,4,21,16.51017,-9.27862,7.03553,45,0
compatibility_threshold,2.6,V1,4,22,17.64113,-9.24055,7.17398,45,0
compatibility_threshold,2.6,V1,4,23,17.64113,-9.34928,7.06722,44,0
compatibility_threshold,2.6,V1,4,24,17.64113,-9.18876,7.21867,40,0
compatibility_threshold,2.6,V1,4,25,17.64113,-9.26931,7.07213,40,0
compatibility_threshold,2.6,V1,4,26,17.64113,-9.06573,7.37342,39,0
compatibility_threshold,2.6,V1,4,27,17.64113,-8.97882,7.46252,37,0
compatibility_threshold,2.6,V1,4,28,17.64113,-8.72193,7.59526,37,0
compatibility_threshold,2.6,V1,4,29,17.64113,-8.50824,7.80917,37,0
compatibility_threshold,2.6,V1,4,30,17.64113,-8.44527,7.65174,33,0
compatibility_threshold,2.6,V1,4,31,17.64113,-8.68206,7.54149,32,0
compatibility_threshold,2.6,V1,4,32,20.94113,-8.57203,7.6896,30,0
compatibility_threshold,2.6,V1,4,33,20.94113,-8.52028,7.73988,30,0
compatibility_threshold,2.6,V1,4,34,20.94113,-8.55279,7.88614,27,0
compatibility_threshold,2.6,V1,4,35,20.94113,-8.4966,7.69484,22,0
compatibility_threshold,2.6,V1,4,36,20.94113,-8.81761,7.57163,22,0
compatibility_threshold,2.6,V1,4,37,20.94113,-9.09027,7.32556,20,0
compatibility_threshold,2.6,V1,4,38,20.94113,-8.91305,7.51536,18,0
compatibility_threshold,2.6,V1,4,39,20.94113,-9.15681,7.49489,15,0
compatibility_threshold,2.6,V1,4,40,20.94113,-9.19204,7.27025,16,0
compatibility_threshold,2.6,V1,4,41,20.94113,-9.14718,7.21064,13,0
compatibility_threshold,2.6,V1,4,42,20.94113,-9.3955,7.07843,12,0
compatibility_threshold,2.6,V1,4,43,20.94113,-9.36149,6.83067,12,0
compatibility_threshold,2.6,V1,4,44,20.94113,-9.26644,6.80565,11,0
compatibility_threshold,2.6,V1,4,45,20.94113,-9.3047,6.78886,11,0
compatibility_threshold,2.6,V1,4,46,20.94113,-9.09566,6.99104,13,0
compatibility_threshold,2.6,V1,4,47,20.94113,-8.93341,6.94056,16,0
compatibility_threshold,2.6,V1,4,48,20.94113,-8.20022,7.33511,16,0
compatibility_threshold,2.6,V1,4,49,20.94113,-8.1234,7.47364,18,0
compatibility_threshold,2.6,V1,4,50,20.94113,-8.09321,7.7728,19,0
compatibility_threshold,2.6,V1,4,51,20.94113,-7.60051,8.01369,19,0
compatibility_threshold,2.6,V1,4,52,20.94113,-8.12247,7.72228,20,0
compatibility_threshold,2.6,V1,4,53,20.94113,-7.90928,7.86715,20,0
compatibility_threshold,2.6,V1,4,54,20.94113,-7.53908,8.13765,21,0
compatibility_threshold,2.6,V1,4,55,20.94113,-7.01177,8.24309,22,0
compatibility_threshold,2.6,V1,4,56,20.94113,-7.09289,8.1996,25,0
compatibility_threshold,2.6,V1,4,57,20.94113,-7.0761,8.21918,28,0
compatibility_threshold,2.6,V1,4,58,20.94113,-6.83828,8.31085,29,0
compatibility_threshold,2.6,V1,4,59,20.94113,-6.66318,8.38023,30,0
compatibility_threshold,2.6,V1,4,60,10.14113,-6.13489,8.31092,29,0
compatibility_threshold,2.6,V1,4,61,10.14113,-6.49297,8.28101,30,0
compatibility_threshold,2.6,V1,4,62,10.14113,-6.17434,8.39254,35,0
compatibility_threshold,2.6,V1,4,63,10.14113,-6.15307,8.41813,35,0
compatibility_threshold,2.6,V1,4,64,9.94113,-5.67155,8.52153,34,0
compatibility_threshold,2.6,V1,4,65,9.94113,-6.3825,8.53108,34,0
compatibility_threshold,2.6,V1,4,66,9.94113,-6.30412,8.50556,35,0
compatibility_threshold,2.6,V1,4,67,9.94113,-6.40128,8.40064,36,0
compatibility_threshold,2.6,V1,4,68,9.94113,-5.68507,8.58531,38,0
compatibility_threshold,2.6,V1,4,69,9.94113,-6.14193,8.66004,39,0
compatibility_threshold,2.6,V1,4,70,9.94113,-5.31067,8.64013,42,0
compatibility_threshold,2.6,V1,4,71,9.94113,-5.29149,8.67113,44,0
compatibility_threshold,2.6,V1,4,72,9.94113,-5.76303,8.67679,40,0
compatibility_threshold,2.6,V1,4,73,9.94113,-6.11408,8.41082,36,0
compatibility_threshold,2.6,V1,4,74,9.94113,-5.57227,8.53766,34,0
compatibility_threshold,2.6,V1,4,75,9.94113,-5.53966,8.63569,35,0
compatibility_threshold,2.6,V1,4,76,9.94113,-5.76991,8.64869,39,0
compatibility_threshold,2.6,V1,4,77,9.94113,-5.0571,8.79213,36,0
compatibility_threshold,2.6,V1,4,78,9.94113,-4.77338,8.62425,33,0
compatibility_threshold,2.6,V1,4,79,9.94113,-4.66951,8.75828,31,0
compatibility_threshold,2.6,V1,4,80,9.94113,-4.62093,8.81588,32,0
compatibility_threshold,2.6,V1,4,81,9.94113,-5.07445,8.78204,31,0
compatibility_threshold,2.6,V1,4,82,9.94113,-4.72908,8.85245,30,0
compatibility_threshold,2.6,V1,4,83,9.94113,-5.07981,8.86391,28,0
compatibility_threshold,2.6,V1,4,84,9.94113,-5.20596,8.90143,28,0
compatibility_threshold,2.6,V1,4,85,9.94113,-4.65039,8.97554,29,0
compatibility_threshold,2.6,V1,4,86,9.94113,-5.004,8.97494,30,0
compatibility_threshold,2.6,V1,4,87,9.94113,-4.86063,8.79912,30,0
compatibility_threshold,2.6,V1,4,88,9.94113,-4.80375,8.88454,31,0
compatibility_threshold,2.6,V1,4,89,9.94113,-4.28809,8.90329,32,0
compatibility_threshold,2.6,V1,4,90,9.94113,-4.41304,8.83703,30,0
compatibility_threshold,2.6,V1,4,91,9.94113,-5.20535,8.93909,33,0
compatibility_threshold,2.6,V1,4,92,6.71892,-4.6726,8.75027,33,0
compatibility_threshold,2.6,V1,4,93,6.71892,-4.03054,8.64885,31,0
compatibility_threshold,2.6,V1,4,94,9.87922,-5.3005,8.6483,30,0
compatibility_threshold,2.6,V1,4,95,9.87922,-4.72474,8.72017,29,0
compatibility_threshold,2.6,V1,4,96,9.87922,-4.5884,8.68997,28,0
compatibility_threshold,2.6,V1,4,97,9.87922,-4.66411,8.76937,27,0
compatibility_threshold,2.6,V1,4,98,9.87922,-4.55171,8.74137,29,0
compatibility_threshold,2.6,V1,4,99,6.17506,-4.82226,8.78732,31,0
compatibility_threshold,2.6,V1,5,0,7.74113,-15.01455,1.46829,54,0
compatibility_threshold,2.6,V1,5,1,7.74113,-13.92459,2.23567,54,0
compatibility_threshold,2.6,V1,5,2,11.94309,-13.00731,3.24485,54,0
compatibility_threshold,2.6,V1,5,3,11.94309,-12.56616,3.70269,54,0
compatibility_threshold,2.6,V1,5,4,11.94309,-12.1071,4.1796,54,0
compatibility_threshold,2.6,V1,5,5,11.94309,-11.79163,4.50652,54,0
compatibility_threshold,2.6,V1,5,6,11.94309,-11.33432,4.94059,54,0
compatibility_threshold,2.6,V1,5,7,15.44113,-10.81307,5.54266,54,0
