sweep_parameter,sweep_wert,variante,wiederholung,generation,beste_fitness,mittlere_fitness,stdabw_fitness,anzahl_spezies,ziel_erreicht
compatibility_threshold,3.2,V1,7,97,19.84113,-3.08375,10.54827,4,0
compatibility_threshold,3.2,V1,7,98,19.84113,-2.53129,10.69173,5,0
compatibility_threshold,3.2,V1,7,99,19.84113,-2.68063,10.99899,6,0
compatibility_threshold,3.2,V1,8,0,-4.14206,-14.58685,2.17398,2,0
compatibility_threshold,3.2,V1,8,1,0.29267,-12.48783,2.9213,2,0
compatibility_threshold,3.2,V1,8,2,0.29267,-11.8457,2.86595,2,0
compatibility_threshold,3.2,V1,8,3,0.29267,-11.46578,2.88687,2,0
compatibility_threshold,3.2,V1,8,4,8.84113,-11.64129,3.13505,2,0
compatibility_threshold,3.2,V1,8,5,8.84113,-11.35816,3.72406,2,0
compatibility_threshold,3.2,V1,8,6,19.57885,-11.4331,4.00798,2,0
compatibility_threshold,3.2,V1,8,7,19.57885,-10.85939,4.78904,2,0
compatibility_threshold,3.2,V1,8,8,19.57885,-9.76562,6.03388,2,0
compatibility_threshold,3.2,V1,8,9,19.57885,-8.77082,7.74507,2,0
compatibility_threshold,3.2,V1,8,10,19.57885,-7.02465,9.51077,3,0
compatibility_threshold,3.2,V1,8,11,19.57885,-5.38891,10.41777,3,0
compatibility_threshold,3.2,V1,8,12,19.57885,-3.00513,11.05804,3,0
compatibility_threshold,3.2,V1,8,13,19.57885,-3.50086,11.08768,3,0
compatibility_threshold,3.2,V1,8,14,19.57885,-2.08719,11.1939,3,0
compatibility_threshold,3.2,V1,8,15,19.57885,-2.6485,11.23922,3,0
compatibility_threshold,3.2,V1,8,16,19.57885,-1.74159,11.14479,3,0
compatibility_threshold,3.2,V1,8,17,19.57885,-1.16393,11.17146,3,0
compatibility_threshold,3.2,V1,8,18,19.57885,-1.20447,11.1979,3,0
compatibility_threshold,3.2,V1,8,19,19.57885,-1.20389,11.19781,3,0
compatibility_threshold,3.2,V1,8,20,19.57885,-1.11157,11.20616,3,0
compatibility_threshold,3.2,V1,8,21,19.57885,0.23827,10.99177,3,0
compatibility_threshold,3.2,V1,8,22,8.84113,-0.70101,11.27083,2,0
compatibility_threshold,3.2,V1,8,23,8.84113,1.09812,10.7253,1,0
compatibility_threshold,3.2,V1,8,24,8.84113,0.8899,10.65685,1,0
compatibility_threshold,3.2,V1,8,25,8.84113,0.87647,10.74538,1,0
compatibility_threshold,3.2,V1,8,26,8.84113,0.57096,10.83967,1,0
compatibility_threshold,3.2,V1,8,27,8.84113,0.23085,10.9982,2,0
compatibility_threshold,3.2,V1,8,28,8.84113,1.2703,10.61107,1,0
compatibility_threshold,3.2,V1,8,29,8.84113,1.09713,10.74549,1,0
compatibility_threshold,3.2,V1,8,30,8.84113,0.96764,10.68189,3,0
compatibility_threshold,3.2,V1,8,31,8.84113,-0.77833,11.09253,3,0
compatibility_threshold,3.2,V1,8,32,8.94113,-1.63925,11.29333,3,0
compatibility_threshold,3.2,V1,8,33,8.94113,-2.74037,11.3346,3,0
compatibility_threshold,3.2,V1,8,34,8.94113,-0.42705,11.15427,3,0
compatibility_threshold,3.2,V1,8,35,8.94113,0.36961,10.92362,3,0
compatibility_threshold,3.2,V1,8,36,8.94113,0.6103,10.90659,3,0
compatibility_threshold,3.2,V1,8,37,9.04113,1.42413,10.7046,3,0
compatibility_threshold,3.2,V1,8,38,9.04113,0.23813,11.09626,4,0
compatibility_threshold,3.2,V1,8,39,9.04113,1.58854,10.55033,4,0
compatibility_threshold,3.2,V1,8,40,9.04113,1.24651,10.68522,4,0
compatibility_threshold,3.2,V1,8,41,9.04113,1.15497,10.62244,4,0
compatibility_threshold,3.2,V1,8,42,9.04113,0.70388,10.87553,4,0
compatibility_threshold,3.2,V1,8,43,9.79953,0.22595,10.97247,4,0
compatibility_threshold,3.2,V1,8,44,9.79953,0.80429,10.81755,4,0
compatibility_threshold,3.2,V1,8,45,9.79953,0.97329,10.81358,4,0
compatibility_threshold,3.2,V1,8,46,9.79953,2.16956,10.37926,4,0
compatibility_threshold,3.2,V1,8,47,9.79953,1.38972,10.72184,4,0
compatibility_threshold,3.2,V1,8,48,9.79953,1.44764,10.73023,6,0
compatibility_threshold,3.2,V1,8,49,9.79953,0.48012,11.03476,6,0
compatibility_threshold,3.2,V1,8,50,10.22742,1.51916,10.76082,7,0
compatibility_threshold,3.2,V1,8,51,10.22742,0.88052,10.86137,7,0
compatibility_threshold,3.2,V1,8,52,10.22742,1.27295,10.81801,7,0
compatibility_threshold,3.2,V1,8,53,10.22742,1.7511,10.67221,7,0
compatibility_threshold,3.2,V1,8,54,10.22742,1.59734,10.70218,8,0
compatibility_threshold,3.2,V1,8,55,10.22742,0.79287,11.02391,7,0
compatibility_threshold,3.2,V1,8,56,10.22742,1.59658,10.64035,7,0
compatibility_threshold,3.2,V1,8,57,10.22742,1.17259,10.77593,7,0
compatibility_threshold,3.2,V1,8,58,10.22742,1.36322,10.78795,8,0
compatibility_threshold,3.2,V1,8,59,10.22742,0.68105,10.89577,7,0
compatibility_threshold,3.2,V1,8,60,10.22742,1.64026,10.63659,7,0
compatibility_threshold,3.2,V1,8,61,10.22742,0.87342,10.85759,7,0
compatibility_threshold,3.2,V1,8,62,10.22742,1.77889,10.56124,7,0
compatibility_threshold,3.2,V1,8,63,19.57885,1.8053,10.55123,7,0
compatibility_threshold,3.2,V1,8,64,19.57885,1.12123,10.89512,7,0
compatibility_threshold,3.2,V1,8,65,19.57885,1.81696,10.52091,8,0
compatibility_threshold,3.2,V1,8,66,19.57885,-0.03369,11.12297,8,0
compatibility_threshold,3.2,V1,8,67,19.57885,-0.38259,11.18017,6,0
compatibility_threshold,3.2,V1,8,68,19.57885,0.75547,10.75776,6,0
compatibility_threshold,3.2,V1,8,69,19.57885,0.466,10.88012,6,0
compatibility_threshold,3.2,V1,8,70,19.57885,1.22708,10.72335,6,0
compatibility_threshold,3.2,V1,8,71,19.57885,0.10691,11.13377,6,0
compatibility_threshold,3.2,V1,8,72,19.57885,0.96986,10.90024,6,0
compatibility_threshold,3.2,V1,8,73,19.57885,1.91852,10.54139,6,0
compatibility_threshold,3.2,V1,8,74,19.57885,1.41164,10.72373,6,0
compatibility_threshold,3.2,V1,8,75,19.57885,1.57283,10.73576,6,0
compatibility_threshold,3.2,V1,8,76,19.57885,1.43503,10.68624,6,0
compatibility_threshold,3.2,V1,8,77,19.57885,1.12893,10.93343,6,0
compatibility_threshold,3.2,V1,8,78,19.57885,2.09639,10.54943,6,0
compatibility_threshold,3.2,V1,8,79,19.57885,2.24608,10.44554,5,0
compatibility_threshold,3.2,V1,8,80,19.57885,2.14042,10.4382,4,0
compatibility_threshold,3.2,V1,8,81,19.57885,2.70774,10.20052,3,0
compatibility_threshold,3.2,V1,8,82,19.57885,1.99886,10.65019,2,0
compatibility_threshold,3.2,V1,8,83,19.57885,2.00315,10.54706,1,0
compatibility_threshold,3.2,V1,8,84,18.74113,-14.52782,2.43826,2,0
compatibility_threshold,3.2,V1,8,85,18.74113,-12.47362,3.05304,2,0
compatibility_threshold,3.2,V1,8,86,18.74113,-11.72563,3.09317,2,0
compatibility_threshold,3.2,V1,8,87,18.74113,-11.47613,3.14665,2,0
compatibility_threshold,3.2,V1,8,88,18.74113,-11.56681,3.16052,2,0
compatibility_threshold,3.2,V1,8,89,18.74113,-11.26366,3.32734,2,0
compatibility_threshold,3.2,V1,8,90,18.74113,-11.2646,3.59737,2,0
compatibility_threshold,3.2,V1,8,91,18.74113,-11.04337,3.91989,3,0
compatibility_threshold,3.2,V1,8,92,18.74113,-10.70514,4.74448,3,0
compatibility_threshold,3.2,V1,8,93,18.74113,-9.89514,5.55842,3,0
compatibility_threshold,3.2,V1,8,94,18.74113,-8.9539,7.13242,3,0
compatibility_threshold,3.2,V1,8,95,19.57885,-7.46325,8.88111,3,0
compatibility_threshold,3.2,V1,8,96,19.57885,-5.94659,10.01089,3,0
compatibility_threshold,3.2,V1,8,97,19.57885,-5.00262,10.4063,3,0
compatibility_threshold,3.2,V1,8,98,19.57885,-3.80454,10.97389,3,0
compatibility_threshold,3.2,V1,8,99,19.57885,-4.54286,10.87395,3,0
compatibility_threshold,3.2,V1,9,0,-5.23875,-13.92328,2.73609,2,0
compatibility_threshold,3.2,V1,9,1,0.34505,-11.14688,3.76585,2,0
compatibility_threshold,3.2,V1,9,2,16.68427,-9.88315,3.66768,2,0
compatibility_threshold,3.2,V1,9,3,21.24113,-9.43859,3.86332,2,0
compatibility_threshold,3.2,V1,9,4,21.24113,-9.39433,3.74989,2,0
compatibility_threshold,3.2,V1,9,5,21.24113,-8.84814,3.78211,2,0
compatibility_threshold,3.2,V1,9,6,21.24113,-8.57189,4.41718,2,0
compatibility_threshold,3.2,V1,9,7,21.24113,-8.61487,5.06246,2,0
compatibility_threshold,3.2,V1,9,8,22.04113,-8.21024,5.79368,2,0
compatibility_threshold,3.2,V1,9,9,43.94113,-7.62086,6.2363,2,1
conn_add_prob,0.3,V1,0,0,-5.59773,-14.33313,1.55878,14,0
conn_add_prob,0.3,V1,0,1,-5.59773,-13.17499,1.70391,14,0
conn_add_prob,0.3,V1,0,2,-5.59773,-12.73056,1.61759,14,0
conn_add_prob,0.3,V1,0,3,-5.59773,-12.69449,1.62451,14,0
conn_add_prob,0.3,V1,0,4,-5.59773,-12.77199,1.68571,15,0
conn_add_prob,0.3,V1,0,5,-5.59773,-12.65453,1.75693,15,0
conn_add_prob,0.3,V1,0,6,-5.59773,-12.51243,1.76792,15,0
conn_add_prob,0.3,V1,0,7,-4.99773,-12.5478,1.78646,18,0
conn_add_prob,0.3,V1,0,8,-4.99773,-12.24061,1.84503,19,0
conn_add_prob,0.3,V1,0,9,-4.99773,-12.20218,2.0726,20,0
conn_add_prob,0.3,V1,0,10,-4.99773,-12.06806,2.16521,20,0
conn_add_prob,0.3,V1,0,11,-2.66827,-12.0857,2.15854,20,0
conn_add_prob,0.3,V1,0,12,-2.66827,-12.03969,2.18063,20,0
conn_add_prob,0.3,V1,0,13,-2.66827,-11.94971,2.27397,20,0
conn_add_prob,0.3,V1,0,14,-2.66827,-11.99928,2.24731,20,0
conn_add_prob,0.3,V1,0,15,-2.66827,-11.78459,2.34527,20,0
conn_add_prob,0.3,V1,0,16,-2.66827,-11.87352,2.53629,19,0
conn_add_prob,0.3,V1,0,17,-2.66827,-11.70507,2.549,19,0
conn_add_prob,0.3,V1,0,18,-2.66827,-11.89689,2.6568,18,0
conn_add_prob,0.3,V1,0,19,-2.66827,-11.64495,2.66053,18,0
conn_add_prob,0.3,V1,0,20,-2.66827,-11.61258,2.81809,16,0
conn_add_prob,0.3,V1,0,21,-2.66827,-11.53522,2.70968,16,0
conn_add_prob,0.3,V1,0,22,13.34113,-11.30474,3.03177,16,0
conn_add_prob,0.3,V1,0,23,13.34113,-11.32881,3.07698,14,0
conn_add_prob,0.3,V1,0,24,13.34113,-11.08413,3.31993,14,0
conn_add_prob,0.3,V1,0,25,13.34113,-10.97181,3.37115,12,0
conn_add_prob,0.3,V1,0,26,13.34113,-11.21425,3.20705,10,0
conn_add_prob,0.3,V1,0,27,13.34113,-11.23014,3.35382,9,0
conn_add_prob,0.3,V1,0,28,13.34113,-10.90795,3.36018,9,0
conn_add_prob,0.3,V1,0,29,14.04113,-10.92649,3.67795,8,0
conn_add_prob,0.3,V1,0,30,14.04113,-10.89929,3.76199,9,0
conn_add_prob,0.3,V1,0,31,14.04113,-10.70957,3.70851,9,0
conn_add_prob,0.3,V1,0,32,14.04113,-10.65667,3.62681,10,0
conn_add_prob,0.3,V1,0,33,14.04113,-11.04484,3.54648,10,0
conn_add_prob,0.3,V1,0,34,14.04113,-10.66826,3.67206,10,0
conn_add_prob,0.3,V1,0,35,14.04113,-10.77713,3.6291,11,0
conn_add_prob,0.3,V1,0,36,14.04113,-10.65152,3.78783,11,0
conn_add_prob,0.3,V1,0,37,14.04113,-10.5339,3.8089,12,0
conn_add_prob,0.3,V1,0,38,14.04113,-10.63391,3.91142,14,0
conn_add_prob,0.3,V1,0,39,14.04113,-10.22681,3.8707,14,0
conn_add_prob,0.3,V1,0,40,14.04113,-10.09674,4.04507,14,0
conn_add_prob,0.3,V1,0,41,14.04113,-9.99565,4.15852,14,0
conn_add_prob,0.3,V1,0,42,14.04113,-10.10698,4.16653,13,0
conn_add_prob,0.3,V1,0,43,14.04113,-10.16896,4.20203,16,0
conn_add_prob,0.3,V1,0,44,14.04113,-10.25689,4.22496,16,0
conn_add_prob,0.3,V1,0,45,14.04113,-10.29796,4.06809,15,0
conn_add_prob,0.3,V1,0,46,14.04113,-10.32765,4.04612,15,0
conn_add_prob,0.3,V1,0,47,14.04113,-10.03324,4.18044,14,0
conn_add_prob,0.3,V1,0,48,14.04113,-10.20303,4.16293,13,0
conn_add_prob,0.3,V1,0,49,14.04113,-10.34619,4.12438,13,0
conn_add_prob,0.3,V1,0,50,14.04113,-10.19871,4.26046,12,0
conn_add_prob,0.3,V1,0,51,14.04113,-10.02793,4.47722,12,0
conn_add_prob,0.3,V1,0,52,14.04113,-9.94358,4.97771,13,0
conn_add_prob,0.3,V1,0,53,14.04113,-9.70401,5.76572,13,0
conn_add_prob,0.3,V1,0,54,14.04113,-9.2458,6.61403,11,0
conn_add_prob,0.3,V1,0,55,14.04113,-8.15604,8.36674,9,0
conn_add_prob,0.3,V1,0,56,14.04113,-7.64809,8.92963,10,0
conn_add_prob,0.3,V1,0,57,14.04113,-7.98884,8.66044,11,0
conn_add_prob,0.3,V1,0,58,14.04113,-7.70813,8.83491,13,0
conn_add_prob,0.3,V1,0,59,14.04113,-7.65288,9.09677,12,0
conn_add_prob,0.3,V1,0,60,14.04113,-9.41132,7.06481,12,0
conn_add_prob,0.3,V1,0,61,14.04113,-8.685,8.00904,12,0
conn_add_prob,0.3,V1,0,62,14.04113,-8.55302,8.10197,12,0
conn_add_prob,0.3,V1,0,63,14.04113,-8.01549,8.6999,11,0
conn_add_prob,0.3,V1,0,64,14.04113,-8.11498,8.64515,11,0
conn_add_prob,0.3,V1,0,65,14.04113,-7.6362,9.18848,11,0
conn_add_prob,0.3,V1,0,66,14.04113,-7.25231,9.31648,12,0
conn_add_prob,0.3,V1,0,67,14.04113,-6.53297,10.02026,13,0
conn_add_prob,0.3,V1,0,68,14.04113,-6.23843,10.39781,12,0
conn_add_prob,0.3,V1,0,69,14.04113,-5.97619,10.24583,12,0
conn_add_prob,0.3,V1,0,70,14.04113,-6.57561,10.16067,12,0
conn_add_prob,0.3,V1,0,71,14.04113,-5.43857,10.88442,14,0
conn_add_prob,0.3,V1,0,72,14.04113,-3.88005,11.50317,15,0
conn_add_prob,0.3,V1,0,73,14.04113,-4.38729,11.41034,15,0
conn_add_prob,0.3,V1,0,74,14.48574,-3.62479,11.93975,14,0
conn_add_prob,0.3,V1,0,75,14.48574,-4.05949,11.75777,14,0
conn_add_prob,0.3,V1,0,76,14.48574,-4.1709,11.60356,15,0
conn_add_prob,0.3,V1,0,77,14.48574,-4.60445,11.51002,15,0
conn_add_prob,0.3,V1,0,78,14.48574,-3.10429,12.06012,15,0
conn_add_prob,0.3,V1,0,79,14.48574,-4.48295,11.52874,14,0
conn_add_prob,0.3,V1,0,80,14.48574,-3.31258,11.9167,12,0
conn_add_prob,0.3,V1,0,81,14.48574,-3.03174,12.14802,12,0
conn_add_prob,0.3,V1,0,82,14.48574,-2.84675,12.1942,11,0
conn_add_prob,0.3,V1,0,83,14.48574,-2.29085,12.40727,10,0
conn_add_prob,0.3,V1,0,84,14.48574,-2.2833,12.37001,10,0
conn_add_prob,0.3,V1,0,85,14.48574,-2.41395,12.40965,11,0
conn_add_prob,0.3,V1,0,86,14.48574,-2.97017,12.21396,10,0
conn_add_prob,0.3,V1,0,87,14.48574,-3.27759,12.18677,13,0
conn_add_prob,0.3,V1,0,88,14.48574,-2.08129,12.41102,12,0
conn_add_prob,0.3,V1,0,89,14.48574,-2.51146,12.40632,13,0
conn_add_prob,0.3,V1,0,90,14.28574,-2.96794,12.29329,13,0
conn_add_prob,0.3,V1,0,91,14.28574,-2.46326,12.48813,13,0
conn_add_prob,0.3,V1,0,92,14.28574,-2.01357,12.53213,12,0
conn_add_prob,0.3,V1,0,93,14.28574,-1.63279,12.74271,12,0
conn_add_prob,0.3,V1,0,94,14.48574,-2.33283,12.47999,14,0
conn_add_prob,0.3,V1,0,95,14.48574,-0.62803,12.8501,16,0
conn_add_prob,0.3,V1,0,96,14.48574,-1.76361,12.72353,16,0
conn_add_prob,0.3,V1,0,97,14.48574,-2.73898,12.35462,18,0
conn_add_prob,0.3,V1,0,98,14.48574,-2.37975,12.50584,17,0
conn_add_prob,0.3,V1,0,99,14.48574,-2.09366,12.63664,19,0
conn_add_prob,0.3,V1,1,0,0.31733,-14.58927,1.34851,12,0
conn_add_prob,0.3,V1,1,1,0.31733,-13.50439,1.80313,12,0
conn_add_prob,0.3,V1,1,2,0.31733,-13.37647,1.87033,12,0
conn_add_prob,0.3,V1,1,3,0.31733,-13.22027,1.881,12,0
conn_add_prob,0.3,V1,1,4,0.31733,-13.03126,1.86811,12,0
conn_add_prob,0.3,V1,1,5,7.04113,-12.82661,2.34538,12,0
conn_add_prob,0.3,V1,1,6,7.04113,-12.66985,2.64497,12,0
conn_add_prob,0.3,V1,1,7,7.04113,-12.4632,3.05627,12,0
conn_add_prob,0.3,V1,1,8,7.04113,-12.16462,3.36913,12,0
conn_add_prob,0.3,V1,1,9,7.44113,-11.61399,3.94542,12,0
conn_add_prob,0.3,V1,1,10,7.44113,-11.33151,4.11476,12,0
conn_add_prob,0.3,V1,1,11,7.44113,-10.85191,4.5621,13,0
conn_add_prob,0.3,V1,1,12,11.74309,-10.31966,4.72872,13,0
conn_add_prob,0.3,V1,1,13,11.74309,-10.35844,4.89964,13,0
conn_add_prob,0.3,V1,1,14,11.74309,-10.39842,4.84558,13,0
conn_add_prob,0.3,V1,1,15,18.29848,-9.56545,5.23792,13,0
conn_add_prob,0.3,V1,1,16,19.84113,-9.76807,5.45732,13,0
conn_add_prob,0.3,V1,1,17,19.84113,-9.55249,5.62164,14,0
conn_add_prob,0.3,V1,1,18,19.84113,-9.11461,5.71619,14,0
conn_add_prob,0.3,V1,1,19,20.94113,-9.01551,5.74625,15,0
conn_add_prob,0.3,V1,1,20,20.94113,-9.115,5.57685,16,0
conn_add_prob,0.3,V1,1,21,20.94113,-8.72747,5.74658,16,0
conn_add_prob,0.3,V1,1,22,20.94113,-8.80909,5.9721,16,0
conn_add_prob,0.3,V1,1,23,20.94113,-8.22092,6.07369,17,0
conn_add_prob,0.3,V1,1,24,20.94113,-8.23247,6.32564,17,0
conn_add_prob,0.3,V1,1,25,20.94113,-8.23977,6.27586,17,0
conn_add_prob,0.3,V1,1,26,20.94113,-8.12261,6.41803,20,0
conn_add_prob,0.3,V1,1,27,20.94113,-7.26745,6.51887,20,0
conn_add_prob,0.3,V1,1,28,20.94113,-7.68597,6.71301,20,0
conn_add_prob,0.3,V1,1,29,20.94113,-6.91972,6.80949,20,0
conn_add_prob,0.3,V1,1,30,20.94113,-6.60926,6.81622,19,0
conn_add_prob,0.3,V1,1,31,20.94113,-6.99429,7.01995,18,0
conn_add_prob,0.3,V1,1,32,20.94113,-6.88151,7.18755,16,0
conn_add_prob,0.3,V1,1,33,20.94113,-6.06219,7.67006,15,0
conn_add_prob,0.3,V1,1,34,20.94113,-6.12925,7.94779,15,0
conn_add_prob,0.3,V1,1,35,20.94113,-5.65814,8.14213,14,0
conn_add_prob,0.3,V1,1,36,20.94113,-5.578,8.55442,12,0
conn_add_prob,0.3,V1,1,37,20.94113,-5.15768,8.70767,11,0
conn_add_prob,0.3,V1,1,38,20.94113,-5.44709,8.5984,11,0
conn_add_prob,0.3,V1,1,39,43.94113,-5.07276,9.09691,12,1
conn_add_prob,0.3,V1,2,0,-6.80768,-14.67442,1.10739,13,0
conn_add_prob,0.3,V1,2,1,-2.86238,-13.87137,1.14964,13,0
conn_add_prob,0.3,V1,2,2,3.53647,-13.63573,1.77471,13,0
conn_add_prob,0.3,V1,2,3,18.91802,-13.41687,2.37906,13,0
conn_add_prob,0.3,V1,2,4,18.91802,-13.25896,2.64903,13,0
conn_add_prob,0.3,V1,2,5,18.91802,-12.78955,3.60475,18,0
conn_add_prob,0.3,V1,2,6,18.91802,-12.49759,4.05888,18,0
conn_add_prob,0.3,V1,2,7,18.91802,-12.44239,4.14215,18,0
conn_add_prob,0.3,V1,2,8,18.91802,-12.30089,4.34136,20,0
conn_add_prob,0.3,V1,2,9,18.91802,-12.17546,4.54652,20,0
conn_add_prob,0.3,V1,2,10,18.91802,-11.93597,4.76134,20,0
conn_add_prob,0.3,V1,2,11,18.91802,-11.83505,4.93259,21,0
conn_add_prob,0.3,V1,2,12,18.91802,-11.42513,5.36217,21,0
conn_add_prob,0.3,V1,2,13,18.91802,-11.27392,5.51977,21,0
conn_add_prob,0.3,V1,2,14,18.91802,-10.72084,5.92642,21,0
conn_add_prob,0.3,V1,2,15,18.91802,-11.0798,5.71086,21,0
conn_add_prob,0.3,V1,2,16,18.91802,-11.10952,5.72668,21,0
conn_add_prob,0.3,V1,2,17,18.91802,-10.74444,6.07114,21,0
conn_add_prob,0.3,V1,2,18,18.91802,-10.77168,6.0993,20,0
conn_add_prob,0.3,V1,2,19,18.91802,-10.88803,6.04803,19,0
conn_add_prob,0.3,V1,2,20,18.91802,-10.81697,6.05814,17,0
conn_add_prob,0.3,V1,2,21,18.91802,-10.63663,6.25647,15,0
conn_add_prob,0.3,V1,2,22,18.91802,-10.40662,6.33919,13,0
conn_add_prob,0.3,V1,2,23,18.91802,-10.15581,6.60601,13,0
conn_add_prob,0.3,V1,2,24,18.91802,-9.33833,7.17143,11,0
conn_add_prob,0.3,V1,2,25,17.64113,-9.42738,7.12181,10,0
conn_add_prob,0.3,V1,2,26,17.64113,-9.72962,7.02629,10,0
conn_add_prob,0.3,V1,2,27,17.64113,-9.7864,7.04255,12,0
conn_add_prob,0.3,V1,2,28,17.64113,-9.45006,7.07621,12,0
conn_add_prob,0.3,V1,2,29,17.64113,-10.08362,6.74274,11,0
conn_add_prob,0.3,V1,2,30,17.64113,-10.191,6.74966,13,0
conn_add_prob,0.3,V1,2,31,17.64113,-9.78938,6.94387,14,0
conn_add_prob,0.3,V1,2,32,17.64113,-9.2532,7.27322,14,0
conn_add_prob,0.3,V1,2,33,17.64113,-8.93181,7.62008,16,0
conn_add_prob,0.3,V1,2,34,17.64113,-8.03282,7.87912,19,0
conn_add_prob,0.3,V1,2,35,17.64113,-7.79497,8.10571,18,0
conn_add_prob,0.3,V1,2,36,17.64113,-7.8945,8.03307,18,0
conn_add_prob,0.3,V1,2,37,43.94113,-7.89152,8.15148,18,1
conn_add_prob,0.3,V1,3,0,-0.3744,-14.44937,2.43218,12,0
conn_add_prob,0.3,V1,3,1,7.74113,-12.03995,3.39905,12,0
conn_add_prob,0.3,V1,3,2,7.74113,-11.13962,3.50938,12,0
conn_add_prob,0.3,V1,3,3,7.74113,-11.10518,3.51355,12,0
conn_add_prob,0.3,V1,3,4,7.74113,-10.6231,3.55549,12,0
conn_add_prob,0.3,V1,3,5,14.34113,-10.35591,4.10152,12,0
conn_add_prob,0.3,V1,3,6,43.94113,-10.2876,4.9273,12,1
conn_add_prob,0.3,V1,4,0,-8.11793,-14.76882,1.05904,14,0
conn_add_prob,0.3,V1,4,1,9.45808,-13.66834,1.67003,14,0
conn_add_prob,0.3,V1,4,2,9.45808,-13.18469,2.06357,14,0
conn_add_prob,0.3,V1,4,3,9.45808,-13.02821,2.29897,14,0
conn_add_prob,0.3,V1,4,4,9.45808,-12.77324,2.56101,14,0
conn_add_prob,0.3,V1,4,5,9.94113,-12.65877,2.70054,14,0
conn_add_prob,0.3,V1,4,6,9.94113,-12.30867,3.18128,14,0
conn_add_prob,0.3,V1,4,7,9.94113,-11.86162,3.96778,14,0
conn_add_prob,0.3,V1,4,8,9.94113,-11.70823,4.24753,15,0
conn_add_prob,0.3,V1,4,9,9.94113,-11.35943,4.49684,15,0
conn_add_prob,0.3,V1,4,10,9.94113,-11.20236,4.62592,15,0
conn_add_prob,0.3,V1,4,11,9.94113,-10.83931,5.16737,15,0
conn_add_prob,0.3,V1,4,12,9.94113,-10.77714,4.92546,15,0
conn_add_prob,0.3,V1,4,13,9.94113,-10.61601,5.21954,15,0
conn_add_prob,0.3,V1,4,14,9.94113,-10.29792,5.54669,15,0
conn_add_prob,0.3,V1,4,15,9.94113,-10.278,5.30425,16,0
conn_add_prob,0.3,V1,4,16,9.94113,-10.51132,5.15401,16,0
conn_add_prob,0.3,V1,4,17,9.94113,-10.19326,5.32489,15,0
conn_add_prob,0.3,V1,4,18,9.94113,-9.96082,5.65697,15,0
conn_add_prob,0.3,V1,4,19,9.94113,-9.62971,5.53997,14,0
conn_add_prob,0.3,V1,4,20,9.94113,-9.8593,5.85685,14,0
conn_add_prob,0.3,V1,4,21,9.94113,-9.90496,5.59111,13,0
conn_add_prob,0.3,V1,4,22,9.94113,-9.15688,5.86563,13,0
conn_add_prob,0.3,V1,4,23,16.84113,-9.17636,6.16742,13,0
conn_add_prob,0.3,V1,4,24,16.84113,-9.18469,6.29405,11,0
conn_add_prob,0.3,V1,4,25,16.84113,-8.86205,6.54334,10,0
conn_add_prob,0.3,V1,4,26,16.84113,-9.08415,6.51039,9,0
conn_add_prob,0.3,V1,4,27,16.84113,-9.36426,6.33687,7,0
conn_add_prob,0.3,V1,4,28,16.84113,-8.74394,6.6969,8,0
conn_add_prob,0.3,V1,4,29,16.84113,-8.33151,7.30181,7,0
conn_add_prob,0.3,V1,4,30,16.84113,-7.96659,7.46513,8,0
conn_add_prob,0.3,V1,4,31,16.84113,-8.1512,7.51975,9,0
conn_add_prob,0.3,V1,4,32,16.84113,-8.28159,7.41108,11,0
conn_add_prob,0.3,V1,4,33,16.84113,-7.73383,7.3235,12,0
conn_add_prob,0.3,V1,4,34,16.84113,-7.64015,7.38877,14,0
conn_add_prob,0.3,V1,4,35,16.84113,-7.37158,7.47944,15,0
conn_add_prob,0.3,V1,4,36,16.84113,-7.04635,7.76467,15,0
conn_add_prob,0.3,V1,4,37,16.84113,-7.3886,7.64828,16,0
conn_add_prob,0.3,V1,4,38,16.84113,-7.34972,7.76698,17,0
conn_add_prob,0.3,V1,4,39,16.84113,-7.19131,7.80963,18,0
conn_add_prob,0.3,V1,4,40,16.84113,-7.564,7.72414,21,0
conn_add_prob,0.3,V1,4,41,16.84113,-7.3922,7.90861,21,0
conn_add_prob,0.3,V1,4,42,16.84113,-6.80833,8.22767,21,0
conn_add_prob,0.3,V1,4,43,16.84113,-6.69956,8.1715,21,0
conn_add_prob,0.3,V1,4,44,16.84113,-7.00104,8.24995,21,0
conn_add_prob,0.3,V1,4,45,16.84113,-6.58455,8.3659,22,0
conn_add_prob,0.3,V1,4,46,16.84113,-6.68225,8.23659,21,0
conn_add_prob,0.3,V1,4,47,16.84113,-6.27104,8.61439,19,0
conn_add_prob,0.3,V1,4,48,16.84113,-6.04435,8.73343,18,0
conn_add_prob,0.3,V1,4,49,16.84113,-6.00801,8.74185,16,0
conn_add_prob,0.3,V1,4,50,10.44113,-6.40178,8.35816,14,0
conn_add_prob,0.3,V1,4,51,20.94113,-5.9365,8.67075,14,0
conn_add_prob,0.3,V1,4,52,20.94113,-6.23563,8.60841,14,0
conn_add_prob,0.3,V1,4,53,20.94113,-6.18844,8.85666,15,0
conn_add_prob,0.3,V1,4,54,20.94113,-6.29761,8.77151,14,0
conn_add_prob,0.3,V1,4,55,20.94113,-6.13648,8.74404,15,0
conn_add_prob,0.3,V1,4,56,20.94113,-5.9116,8.9537,15,0
